ID,Description,Code,MerchantID,Countries,Exclusions,StartDate,EndDate,Disabled,len_description
1240683,"Use Code NBA10 to Save 10% Off Any NBA National Basketball Association Purchase Over $100 at SelectATicket.com!  Get the best seats and best prices available for any event, and experience the difference with SelectATicket.com's all in pricing - no added fees at checkout and no delivery fees. That means, the price you see is the price you pay.",NBA10,5481964,US,no,2019-08-19T00:00:00Z,3000-01-04T00:00:00Z,FALSE,344
1240684,"Use Code MLB10 to Save 10% Off Any MLB Major League Baseball Purchase Over $100 at SelectATicket.com!  Get the best seats and best prices available for any event, and experience the difference with SelectATicket.com's all in pricing - no added fees at checkout and no delivery fees. That means, the price you see is the price you pay.",MLB10,5481964,US,no,2019-08-19T00:00:00Z,3000-01-04T00:00:00Z,FALSE,334
1621813,Exclusive Student Discount Available.,,5477944,US,,2021-04-05T19:53:00Z,2027-04-05T04:00:00Z,FALSE,37
1621814,Rates as Low as $5 a Day.,,5477944,US,,2020-12-21T17:45:00Z,2026-12-21T05:00:00Z,FALSE,25
1621815,"Pay Now and Save! up To an Extra 12% Off on Pre-Paid Us Car Rates. Code Applied Automatically when Clicking the ""book Now"" Button Below. Blackouts May Apply.",,5477944,US,,2019-04-27T00:00:00Z,2025-04-26T00:00:00Z,FALSE,157
1621816,Up to 12% Off when You Pay Now.,,5477944,US,,2019-03-21T00:00:00Z,2025-03-20T00:00:00Z,FALSE,31
2747042,"All First Responders and Family Get 10% Off at Fox, Always! Use Code RESPONDER1.",RESPONDER1,5477944,US,,2022-09-27T14:45:00Z,2028-09-27T04:00:00Z,FALSE,80
3056671,Select Bedding & Bath Collections Up To 60% Off Retail at Frette.com.,,5478002,US,no,2019-03-08T00:00:00Z,3000-01-04T00:00:00Z,FALSE,69
3056678,Frette.com Online Outlet - Take Up To 60% Off Retail Bedding & Bath.,,5478002,US,no,2017-08-17T00:00:00Z,3000-01-04T00:00:00Z,FALSE,68
3157953,Shop Now at Frette.com | Affiliate Only: $150 off $500 with code MARCH150.,MARCH150,5478002,US,no,2023-03-17T00:00:00Z,2023-04-01T00:00:00Z,FALSE,74
27870,Use Promo Code 'DRIP35' to Save $35 on Orders Over $180.,DRIP35,68530,US,,2020-01-15T00:00:00Z,2026-01-14T00:00:00Z,FALSE,56
27332,"KRKC 25% Off for All Earrings: Coupon Code""Earrings"".Shop Now.",Earrings,68530,US,,2020-09-29T09:21:00Z,2026-09-29T00:00:00Z,FALSE,62
27333,"KRKC 25% Off for All Rings: Coupon Code""Rings"".Shop Now.",Rings,68530,US,,2020-09-29T09:21:00Z,2026-09-29T00:00:00Z,FALSE,56
27334,"KRKC Fashion Jewelries: 28% Off Coupon Code ""Fashion28"".Shop Now.",Fashion28,68530,US,,2020-09-29T09:21:00Z,2026-09-29T00:00:00Z,FALSE,65
27763,"28% Off For Krkc&Co Affiliate, Code: AFFILIATE. Flash Sale, Shop Now.",AFFILIATE,68530,US,,2020-06-02T00:00:00Z,2026-06-01T00:00:00Z,FALSE,69
27868,Use Promo Code 'DRIP6' to Save $6 on Orders Over $50.,DRIP6,68530,US,,2020-01-15T00:00:00Z,2026-01-14T00:00:00Z,FALSE,53
27869,Use Promo Code 'DRIP15' to Save $15 on Orders Over $100.,DRIP15,68530,US,,2020-01-15T00:00:00Z,2026-01-14T00:00:00Z,FALSE,56
27871,Use Promo Code 'DRIP55' to Save $55 on Orders Over $240.,DRIP55,68530,US,,2020-01-15T00:00:00Z,2026-01-14T00:00:00Z,FALSE,56
27331,"KRKC AFF Discount:30% Off,Coupon Code:AFF30.Shop Now.",AFF30,68530,US,,2020-09-29T09:21:00Z,2026-09-29T00:00:00Z,FALSE,53
38507,"KRKC 25% Off for All Chains: Coupon Code""Chains"".Shop Now.",,68530,US,,2020-09-29T09:21:00Z,2026-09-29T00:00:00Z,FALSE,58
39897,$99 Get 2 Pendants and 2 Chains.,,68530,US,,2020-02-21T00:00:00Z,2026-02-20T00:00:00Z,FALSE,32
48440,Holiday Sale-Up to 50% Off New Sale Items.,,68530,US,,2020-01-10T00:00:00Z,2025-12-30T00:00:00Z,FALSE,42
48441,Free Standard Shipping for All Orders.,,68530,US,,2020-01-10T00:00:00Z,2025-12-30T00:00:00Z,FALSE,38
48442,Get Free Shipping Plus Free Returns on All Orders.,,68530,US,,2020-01-10T00:00:00Z,2025-12-30T00:00:00Z,FALSE,50
1207698,"Summer Sale! $59.99 Get Any 3 Anklets, Up to 55% Off.",,68530,US,,2021-04-22T03:05:00Z,2027-04-22T00:00:00Z,FALSE,53
27872,Use Promo Code 'DRIP70' to Save $70 on Orders Over $300.,DRIP70,68530,US,,2020-01-15T00:00:00Z,2026-01-14T00:00:00Z,FALSE,56
2031516,30% off First Delivery of $99+.,Applied at checkout!,39868,US,no,2020-07-15T00:00:00Z,3000-01-04T00:00:00Z,FALSE,31
2031517,Evergreen - 15% Off 2 Boxes.,HR15,39868,US,no,2019-06-25T00:00:00Z,3000-01-04T00:00:00Z,FALSE,28
1564167,Fashion Finds Under $200.,,5518770,US,,2019-05-03T00:00:00Z,2025-05-02T00:00:00Z,FALSE,25
3052853,Enjoy free shipping on all orders.,,5518770,US,,2022-07-28T20:47:00Z,2028-07-28T04:00:00Z,FALSE,34
3052854,Enjoy free expedited shipping with your Amazon Prime membership.,,5518770,US,,2022-07-28T20:46:00Z,2028-07-28T04:00:00Z,FALSE,64
3052855,Receive 15% off your first order when you sign up for our mailing list.,,5518770,US,,2022-07-28T19:59:00Z,2028-07-28T04:00:00Z,FALSE,71
3148736,Receive 15% off your first Shopbop App order.,,5518770,US,,2023-03-14T16:29:00Z,2029-03-14T04:00:00Z,FALSE,45
3094788,Special offer! Get $20 off on orders above $100 + free shipping with code SPECIAL20 at checkout.,SPECIAL20,5476683,US,,2023-03-12T00:00:00Z,2023-03-27T01:00:00Z,FALSE,96
3094789,Special offer! Get $20 off on orders above $100 + free shipping with code SPECIAL20 at checkout.,SPECIAL20,5476683,US,,2023-03-12T00:00:00Z,2023-03-27T01:00:00Z,FALSE,96
3094790,Special offer! Get $20 off on orders above $100 + free shipping with code SPECIAL20 at checkout.,SPECIAL20,5476683,US,,2023-03-12T00:00:00Z,2023-03-27T01:00:00Z,FALSE,96
3094791,Special offer! Get $20 off on orders above $100 + free shipping with code SPECIAL20 at checkout.,SPECIAL20,5476683,US,,2023-03-12T00:00:00Z,2023-03-27T01:00:00Z,FALSE,96
3094792,Special offer! Get $20 off on orders above $100 + free shipping with code SPECIAL20 at checkout.,SPECIAL20,5476683,US,,2023-03-12T01:24:00Z,2023-03-27T07:00:00Z,FALSE,96
3096499,Special offer! Get $20 off on orders above $100 + free shipping with code SPECIAL20 at checkout.,SPECIAL20,5476683,US,,2023-03-12T00:00:00Z,2023-03-27T01:00:00Z,FALSE,96
3096500,Special offer! Get $20 off on orders above $100 + free shipping with code SPECIAL20 at checkout.,SPECIAL20,5476683,US,,2023-03-12T00:00:00Z,2023-03-27T01:00:00Z,FALSE,96
3103973,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-02-27T00:00:00Z,2023-03-31T00:00:00Z,FALSE,80
3103974,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-02-27T00:00:00Z,2023-03-20T01:00:00Z,FALSE,80
3103975,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-02-27T00:00:00Z,2023-03-20T01:00:00Z,FALSE,80
3104710,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-02-27T00:00:00Z,2023-03-20T01:00:00Z,FALSE,80
3104711,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-02-27T00:00:00Z,2023-03-20T01:00:00Z,FALSE,80
3104712,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-03-20T01:00:00Z,2023-03-31T01:00:00Z,FALSE,80
3104713,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-02-27T00:00:00Z,2023-03-20T01:00:00Z,FALSE,80
3104714,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-03-20T01:00:00Z,2023-03-31T01:00:00Z,FALSE,80
3104715,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-03-20T01:00:00Z,2023-03-31T01:00:00Z,FALSE,80
3104716,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-03-20T01:00:00Z,2023-03-31T01:00:00Z,FALSE,80
3104717,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-02-27T00:00:00Z,2023-03-20T01:00:00Z,FALSE,80
3104718,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-02-27T00:00:00Z,2023-03-20T01:00:00Z,FALSE,80
3104719,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-03-20T01:00:00Z,2023-03-31T01:00:00Z,FALSE,80
3104720,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-03-20T01:00:00Z,2023-03-31T01:00:00Z,FALSE,80
3104721,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-02-27T00:00:00Z,2023-03-20T01:00:00Z,FALSE,80
3104722,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-03-20T01:00:00Z,2023-03-31T01:00:00Z,FALSE,80
3104723,Enjoy 15% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-03-20T01:00:00Z,2023-03-31T01:00:00Z,FALSE,80
3159123,Enjoy 20% off all orders + free express shipping with code MYLENSES at checkout.,MYLENSES,5476683,US,,2023-03-20T05:00:00Z,2023-03-23T06:00:00Z,FALSE,80
1274366,Save 20% Now! Release Your Inner Beast with Super Test(R) Testosterone Booster.,bst20,5506610,US,,2017-12-12T00:00:00Z,2037-12-31T00:00:00Z,FALSE,79
1274367,Save 20% Now! Beast Mode Black - Train Like A Beast.,bst20,5506610,US,,2017-12-12T00:00:00Z,2037-12-31T00:00:00Z,FALSE,52
1274368,Save 20% Now! Recover Like A Beast with Beast BCAA 2:1:1 Aminos.,bst20,5506610,US,,2017-12-12T00:00:00Z,2037-12-31T00:00:00Z,FALSE,64
